Dataset,Question-Type,Answer-type,Question,gold_10_1,gold_10_1_data_source_path,gold_10_2,gold_10_2_data_source_path,gold_10_3,gold_10_3_data_source_path,gold_50_1,gold_50_1_data_source_path,gold_50_2,gold_50_2_data_source_path,gold_50_3,gold_50_3_data_source_path,gold_100_1,gold_100_1_data_source_path,gold_100_2,gold_100_2_data_source_path,gold_100_3,gold_100_3_data_source_path,gold_250_1,gold_250_1_data_source_path,gold_250_2,gold_250_2_data_source_path,gold_250_3,gold_250_3_data_source_path,gold_500_1,gold_500_1_data_source_path,gold_500_2,gold_500_2_data_source_path,gold_500_3,gold_500_3_data_source_path,gold_750_1,gold_750_1_data_source_path,gold_750_2,gold_750_2_data_source_path,gold_750_3,gold_750_3_data_source_path,gold_1000_1,gold_1000_1_data_source_path,gold_1000_2,gold_1000_2_data_source_path,gold_1000_3,gold_1000_3_data_source_path
te-sentiment_analysis,Comparison,yes/no,"Does any of the categories (positive, negative, or neutral) account for more than 50% of the total instances?",no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Comparison,yes/no,Do neutral entries make up the smallest number of dataset entries?,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Comparison,yes/no,Are neutral instances less frequent than both positive and negative instances in this datasets?,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Comparison,yes/no,"Is the number of instances in the most frequent sentiment category (positive, negative, or neutral) more than twice that of the smallest?",no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Calculation,percentage,"What is the percentage of the most frequent category (positive, negative, neutral) out of the total data?",40%,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,40%,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,40%,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,44%,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,44%,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,44%,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,45%,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,45%,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,45%,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,45.20%,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,45.20%,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,45.20%,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,45.20%,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,45.20%,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,45.20%,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,45.33%,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,45.33%,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,45.33%,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,45.30%,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,45.30%,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,45.30%,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Calculation,percentage,By what percentage does positive sentiment entries exceed negative sentiment entries?,20%,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,20%,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,20%,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,24%,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,24%,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,24%,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,23%,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,23%,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,23%,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,23.60%,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,23.60%,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,23.60%,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,23.60%,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,23.60%,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,23.60%,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,23.47%,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,23.47%,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,23.47%,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,23.50%,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,23.50%,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,23.50%,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Calculation,percentage,What is the percentage of non-negative entries?,80%,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,80%,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,80%,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,88%,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,88%,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,88%,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,84%,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,84%,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,84%,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,84.40%,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,84.40%,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,84.40%,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,84.40%,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,84.40%,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,84.40%,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,84.40%,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,84.40%,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,84.40%,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,84.40%,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,84.40%,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,84.40%,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Count,number,Return the number of entries expressing negative sentiment.,2,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,2,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,2,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,8,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,8,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,8,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,16,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,16,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,16,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,39,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,39,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,39,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,78,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,78,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,78,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,117,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,117,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,117,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,156,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,156,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,156,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Count,number,What is the count of non-negative instances?,8,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,8,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,8,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,42,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,42,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,42,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,84,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,84,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,84,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,211,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,211,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,211,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,422,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,422,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,422,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,633,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,633,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,633,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,844,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,844,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,844,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Calculation,number,What is the total number of positive entries and negative entries?,6,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,6,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,6,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,28,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,28,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,28,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,55,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,55,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,55,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,137,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,137,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,137,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,274,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,274,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,274,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,410,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,410,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,410,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,547,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,547,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,547,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Existence,yes/no,Do all entries in the dataset express positive sentiment?,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Existence,yes/no,Does the dataset only contain entries expressing positive sentiment?,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,no,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Existence,yes/no,Does the dataset contain any entries that are not positive?,yes,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Existence,yes/no,Are there any entries in the dataset that express either positive or negative sentiment?,yes,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,yes,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,yes,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,yes,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Count,number,How many entries that are not negative?,8,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,8,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,8,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,42,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,42,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,42,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,84,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,84,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,84,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,211,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,211,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,211,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,422,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,422,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,422,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,633,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,633,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,633,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,844,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,844,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,844,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
te-sentiment_analysis,Count,number,What is the count of entries neither expressing positive nor neutral sentiment?,2,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_1.txt,2,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_2.txt,2,./data_source/te-sentiment_analysis/10/te-sentiment_analysis_3.txt,8,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_1.txt,8,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_2.txt,8,./data_source/te-sentiment_analysis/50/te-sentiment_analysis_3.txt,16,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_1.txt,16,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_2.txt,16,./data_source/te-sentiment_analysis/100/te-sentiment_analysis_3.txt,39,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_1.txt,39,./data_source/te-sentiment_analysis/250/te-sentiment_analysis_2.txt,39,./data_source/te-sentiment_analysis100te-sentiment_analysis_3.txt,78,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_1.txt,78,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_2.txt,78,./data_source/te-sentiment_analysis/500/te-sentiment_analysis_3.txt,117,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_1.txt,117,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_2.txt,117,./data_source/te-sentiment_analysis/750/te-sentiment_analysis_3.txt,156,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_1.txt,156,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_2.txt,156,./data_source/te-sentiment_analysis/1000/te-sentiment_analysis_3.txt
