Dataset,Question-Type,Answer-type,Question,gold_10_1,gold_10_2,gold_10_3,gold_50_1,gold_50_2,gold_50_3,gold_100_1,gold_100_2,gold_100_3,gold_250_1,gold_250_2,gold_250_3,gold_500_1,gold_500_2,gold_500_3,gold_750_1,gold_750_2,gold_750_3,gold_1000_1,gold_1000_2,gold_1000_3,base_yes,base_no,base_0%,base_50%,base_100%,base_0,base_100,base_500,base_1000
ste-sentiment_analysis,Existence,yes/no,Does the dataset contain entries with non-negative sentiment towards the target ‘ira’?,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Is the ratio of instances with positive sentiment to those as negative sentiment towards the target ‘sharknado’ greater than 2:1?,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Is the combined count of positive and negative entries towards the target ‘kane’ less than the count of neutral ones?,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Calculation,number,Return the sum number of positive and neutral entries towards the target ‘ps4’.,2,3,4,12,12,12,23,23,23,59,59,59,119,119,119,180,180,180,240,240,240,,,,,,0,100,500,1000
ste-sentiment_analysis,Calculation,percentage,What is the percentage of entries with a non-positive sentiment towards the target ‘ira’ over all entries in the dataset?,100.00%,100.00%,100.00%,98.00%,98.00%,98.00%,98.00%,98.00%,98.00%,98.80%,98.80%,98.80%,99.00%,99.00%,99.00%,99.07%,99.07%,99.07%,99.10%,99.10%,99.10%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Existence,yes/no,Does the dataset contain entries with neutral sentiment towards the target 'sharknado'?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Does the dataset only contain entries that are neutral sentiment towards the target ‘kane’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Do all instances in the dataset express positive sentiment towards the target ‘ps4’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Does the dataset contain entries that are both positive and neutral towards the target ‘ira’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Does the dataset contain entries either expressing negative or positive sentiment towards the target ‘sharknado’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Does the dataset contain any entries that are not neutral towards the target ‘kane’?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Does the dataset contain entries showing neither negative nor positive sentiment towards the target ‘ps4’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Count,number,What is the number of instances that are negative towards the target ‘ira’?,1,0,0,5,5,5,10,10,10,26,26,26,52,52,52,78,78,78,105,105,105,,,,,,0,100,500,1000
ste-sentiment_analysis,Count,number,How many entries do not express positive sentiment towards the target ‘ira’ over all entries in the dataset?,10,10,10,49,49,49,98,98,98,247,247,247,495,495,495,743,743,743,991,991,991,,,,,,0,100,500,1000
ste-sentiment_analysis,Count,number,How many entries are not neutral towards the target ‘sharknado’ over all entries in the dataset?,1,2,2,8,8,8,15,15,15,40,40,40,81,81,81,121,121,121,161,161,161,,,,,,0,100,500,1000
ste-sentiment_analysis,Count,number,"Return the total number of instances showing the most prevalent sentiment (among positive, negative and neutral) towards the target ‘kane’.",4,2,1,8,8,8,16,16,16,43,43,43,87,87,87,130,130,130,174,174,174,,,,,,0,100,500,1000
ste-sentiment_analysis,Count,number,"Return the total number of instances showing the least prevalent sentiment (among positive, negative and neutral) towards the target ‘ps4’.",1,3,2,1,1,1,2,2,2,3,3,3,5,5,5,7,7,7,10,10,10,,,,,,0,100,500,1000
ste-sentiment_analysis,Calculation,percentage,What is the percentage of entries that express negative sentiment towards the target ‘ira’ over all entries in the dataset?,10.00%,0.00%,0.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.40%,10.40%,10.40%,10.40%,10.40%,10.40%,10.40%,10.40%,10.40%,10.50%,10.50%,10.50%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Calculation,percentage,What percentage of entries that do not express positive sentiment towards the target ‘sharknado’ over all entries in the dataset?,100.00%,80.00%,90.00%,88.00%,88.00%,88.00%,88.00%,88.00%,88.00%,87.60%,87.60%,87.60%,87.60%,87.60%,87.60%,87.60%,87.60%,87.60%,87.60%,87.60%,87.60%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Calculation,percentage,By what percentage do the neutral sentiment entries exceed the negative sentiment entries towards the target 'kane' over all entries in the dataset?,0.00%,0.00%,40.00%,12.00%,12.00%,12.00%,12.00%,12.00%,12.00%,14.00%,14.00%,14.00%,14.40%,14.40%,14.40%,14.40%,14.40%,14.40%,14.50%,14.50%,14.50%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Calculation,percentage,"What is the percentage of the most frequent sentiment category (among positive, negative and neutral) towards the target ‘ps4’ over all entries in the dataset?",10.00%,30.00%,20.00%,14.00%,14.00%,14.00%,13.00%,13.00%,13.00%,14.00%,14.00%,14.00%,14.00%,14.00%,14.00%,14.13%,14.13%,14.13%,14.10%,14.10%,14.10%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Calculation,number,What is the absolute difference between the number of entries expressing the positive vs. negative sentiment towards the target ‘ira’?,1,0,0,4,4,4,8,8,8,23,23,23,47,47,47,71,71,71,96,96,96,,,,,,0,100,500,1000
ste-sentiment_analysis,Comparison,yes/no,Are there fewer instances expressivng positive sentiment compared to negative ones towards the target ‘sharknado’?,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,"Do entries with positive sentiment make up the smallest number of dataset instances (among positive, negative and neutral) towards the target ‘kane’?",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Are instances expressing positive sentiment less frequent than neutral and negative sentiment towards the target ‘ps4’?,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Are instances expressing positive sentiment less frequent than neutral or negative sentiment towards the target ‘ira’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Are positive sentiment instances more frequent than negative or neutral towards the target ‘sharknado’?,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Does the percentage of negative sentiment entries to the target ‘kane’ exceed the percentage of neutral sentiment entries towards the target ‘kane’?,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Do the negative sentiment entries to the target ‘ps4’ have a lower percentage than the positive sentiment entries towards the target ‘ps4’ in the dataset?,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Are the sum of neutral and negative instances towards the target ‘kane’ less frequent than positive ones?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Are either the negative or positive instances towards the target ‘ps4’ less frequent than those neutral to it?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Are the combined negative and neutral instances towards the target ‘ps4’ more frequent than the positive instances towards the target ‘ps4’?,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Do entries expressing positive sentiment towards the target ‘ira’ make up more than 35% over all entries in the dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Do entries expressing positive sentiment towards the target ‘sharknado’ make up less than 20% over all entries in the dataset?,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Is the proportion of neutral entries towards the target ‘kane’ between 30% and 50% over all entries in the dataset?,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Is the distribution of positive vs. negative instances towards the target ‘ps4’ relatively balanced (within ±10%)?,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Is the number of entries which do not express negative towards the target ‘sharknado’ greater than those expressing it?,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,"Does any sentiment categories (among positive, negative and neutral) towards the target ‘ps4’ individually exceed 20% over all entries in the dataset?",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Does the dataset contain entries that are neutral towards the target 'Batman'?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Does the dataset contain entries that are neutral towards the target ‘kane’ or ‘ps4’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Does the dataset contain entries that are neutral towards the target ‘sharknado’ and positive sentiment towards the target ‘ira’?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Does the dataset contain entries that are neither positive towards the target ‘sharknado’ nor neutral towards the target ‘ira’?,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Existence,yes/no,Are there no entries in the dataset that are neutral towards the targets “sharknado” or “ps4”?,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Calculation,number,Provide the total number of entries that are positive towards “sharknado” combined with those that are neutral towards “ps4.”,1,5,3,13,13,13,25,25,25,66,66,66,132,132,132,199,199,199,265,265,265,,,,,,0,100,500,1000
ste-sentiment_analysis,Calculation,number,"Provide the total number of entries that are neutral towards the targets ""kane"" or “ps4.”",5,3,2,15,15,15,29,29,29,78,78,78,157,157,157,236,236,236,315,315,315,,,,,,0,100,500,1000
ste-sentiment_analysis,Calculation,percentage,"Of the entries that have either ‘ira’ or ‘ps4’ as a target, what is the proportion of positive sentiment?",33.33%,33.33%,0.00%,25.00%,25.00%,25.00%,25.53%,25.53%,25.53%,23.08%,23.08%,23.08%,23.18%,23.18%,23.18%,23.14%,23.14%,23.14%,23.08%,23.08%,23.08%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Calculation,percentage,What is the percentage of neutral entries towards the target 'kane'?,0.00%,0.00%,100.00%,61.54%,61.54%,61.54%,61.54%,61.54%,61.54%,65.15%,65.15%,65.15%,66.41%,66.41%,66.41%,66.33%,66.33%,66.33%,66.67%,66.67%,66.67%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Calculation,percentage,What is the percentage of non-negative entries towards the target 'sharknado'?,66.00%,100.00%,50.00%,84.62%,84.62%,84.62%,85.19%,85.19%,85.19%,86.57%,86.57%,86.57%,86.03%,86.03%,86.03%,86.27%,86.27%,86.27%,86.35%,86.35%,86.35%,,,0.00%,50.00%,100.00%,,,,
ste-sentiment_analysis,Calculation,number,Return the number of non-neutral entries towards the targets ‘kane’ or ‘ps4’.,1,3,4,11,11,11,22,22,22,50,50,50,98,98,98,147,147,147,196,196,196,,,,,,0,100,500,1000
ste-sentiment_analysis,Comparison,yes/no,Is the number of neutral entries towards the target ‘kane’ greater than those towards the target ‘ira’?,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Is the number of positive entries towards the target ‘sharknado’ greater than the number of negative entries towards the target ‘ira’?,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Is the number of neutral entries towards “ira” no greater than the number of negative entries towards “ps4”?,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Are there fewer positive entries towards ‘sharknado’ than those towards ‘ira’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Do neutral entries towards ‘ira’ make up more than 35% of all entries with ‘ira’ as a target?,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Do positive entries towards the target ‘sharknado’ account for less than 30% of all entries targeting ‘sharknado’?,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Does the proportion of neutral entries towards ‘kane’ fall between 30% and 50% of all entries targeting ‘kane’?,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Is the ratio of positive to negative entries towards the target 'kane' less than 1:1?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Comparison,yes/no,Is the ratio of positive entries towards 'ira' to positive entries towards 'sharknado' greater than 2:1?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
ste-sentiment_analysis,Calculation,percentage,What is the percentage difference between non-negative and negative entries towards the target 'ps4' only?,0.00%,100.00%,0.00%,84.62%,84.62%,84.62%,84.00%,84.00%,84.00%,90.32%,90.32%,90.32%,91.94%,91.94%,91.94%,92.51%,92.51%,92.51%,92.00%,92.00%,92.00%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Count,number,What is the number of entries expressing favor stance toward the given target ‘abortion’?,1,1,1,4,4,4,7,7,7,18,18,18,36,36,36,53,53,53,71,71,71,,,,,,0,100,500,1000
te-stance_detection,Comparison,yes/no,Is the percentage of entries with 'none' or 'favor' stance towards the ‘feminist’ target greater than 25% over the whole dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,"For the target ‘climate’, are none stance instances more frequent than against stance instances?",no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Count,number,Return the number of ’against' stance instances towards the given target word ‘feminist’.,1,1,1,9,9,9,19,19,19,47,47,47,95,95,95,143,143,143,191,191,191,,,,,,0,100,500,1000
te-stance_detection,Calculation,percentage,"Return the percentage of instances expressing the least frequent stance (favor, against and none) towards the target ‘abortion’ over all the dataset entries.",10.00%,10.00%,10.00%,8.00%,8.00%,8.00%,7.00%,7.00%,7.00%,7.20%,7.20%,7.20%,7.20%,7.20%,7.20%,7.07%,7.07%,7.07%,7.10%,7.10%,7.10%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Calculation,percentage,What is the percentage of entries that have the 'favor' stance towards the target ‘climate’ over all entries in the dataset?,10.00%,10.00%,10.00%,12.00%,12.00%,12.00%,12.00%,12.00%,12.00%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,12.40%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Calculation,percentage,What is the proportion of instances that express the 'against' or 'none' stance towards the target ‘abortion’ over all entries in the dataset?,20.00%,20.00%,20.00%,30.00%,30.00%,30.00%,30.00%,30.00%,30.00%,30.80%,30.80%,30.80%,31.00%,31.00%,31.00%,27.73%,27.73%,27.73%,31.00%,31.00%,31.00%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Comparison,yes/no,"Overall, do entries with a 'favor' stance exceed those with the 'against' stance towards the target ‘feminist’ in the dataset?",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Please tell me if the given dataset contains entries expressing any stance towards the target 'climate'.,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Calculation,percentage,What is the proportion of entries that express the 'against' stance towards the target ‘abortion’ over all entries in the dataset?,20.00%,20.00%,20.00%,20.00%,20.00%,20.00%,20.00%,20.00%,20.00%,20.40%,20.40%,20.40%,20.60%,20.60%,20.60%,20.67%,20.67%,20.67%,20.70%,20.70%,20.70%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Count,number,Return the number of entries that have the 'none' stance towards the target ‘feminist’.,1,1,1,4,4,4,8,8,8,19,19,19,37,37,37,55,55,55,74,74,74,,,,,,0,100,500,1000
te-stance_detection,Existence,yes/no,Does the dataset contain entries with the non-against stance towards the target ‘climate’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Is the ratio of instances with against stance to those as favor stance towards the target ‘abortion’ greater than 2:1?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Is the combined count of 'favor' and 'against' stance entries towards the target ‘feminist’ less than the count of 'none' stance ones?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Calculation,number,Return the total number of 'favor' and 'against' stance entries towards the target ‘climate’.,2,2,2,7,7,7,14,14,14,34,34,34,67,67,67,100,100,100,133,133,133,,,,,,0,100,500,1000
te-stance_detection,Calculation,percentage,What is the percentage of entries with the non-favor stance towards the target ‘abortion’ over all entries in the dataset?,90.00%,90.00%,90.00%,92.00%,92.00%,92.00%,93.00%,93.00%,93.00%,92.80%,92.80%,92.80%,92.80%,92.80%,92.80%,92.93%,92.93%,92.93%,92.90%,92.90%,92.90%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Existence,yes/no,Does the dataset contain entries with the 'none' stance towards the target 'feminist'?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Does the dataset only contain entries that have the 'none' stance towards the target ‘climate’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Do all instances in the dataset express the 'favor' stance towards the target ‘abortion’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Does the dataset contain entries that have both the 'favor' and 'none' stance towards the target ‘feminist’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Does the dataset contain entries expressing either the 'against' or 'favor' stance towards the target ‘climate’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Does the dataset contain any entries that do not have the 'none' stance towards the target ‘abortion’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Does the dataset contain entries expressing neither the 'against' nor 'favor' stance towards the target ‘feminist’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Count,number,What is the number of instances that have the 'none' stance towards the target ‘climate’?,1,1,1,5,5,5,10,10,10,25,25,25,49,49,49,74,74,74,98,98,98,,,,,,0,100,500,1000
te-stance_detection,Count,number,How many entries do not have the 'none' stance towards the target ‘feminist’ over all entries in the dataset?,2,2,2,15,15,15,31,31,31,77,77,77,156,156,156,235,235,235,314,314,314,,,,,,0,100,500,1000
te-stance_detection,Count,number,How many entries do not have the 'favor' stance towards the target ‘abortion’ over all entries in the dataset?,9,9,9,46,46,46,93,93,93,232,232,232,464,464,464,697,697,697,929,929,929,,,,,,0,100,500,1000
te-stance_detection,Count,number,"Return the total number of instances showing the most prevalent stance (among favor, against and none) towards the target ‘feminist’.",1,1,1,9,9,9,19,19,19,47,47,47,95,95,95,143,143,143,191,191,191,,,,,,0,100,500,1000
te-stance_detection,Calculation,percentage,"Return the percentage of instances showing the least prevalent stance (among favor, against and none) towards the target ‘climate’ over all the dataset.",10.00%,10.00%,10.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,2.00%,1.00%,1.00%,1.00%,0.93%,0.93%,0.93%,0.90%,0.90%,0.90%,,,0.00%,50.00%,100.00%,,,,1000
te-stance_detection,Calculation,percentage,What is the percentage of entries that do not express the 'against' stance towards the target ‘feminist’ over all entries in the dataset?,90.00%,90.00%,90.00%,82.00%,82.00%,82.00%,81.00%,81.00%,81.00%,81.20%,81.20%,81.20%,81.00%,81.00%,81.00%,80.93%,80.93%,80.93%,80.90%,80.90%,80.90%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Calculation,percentage,By what percentage does the number of entries that have the 'favor' stance towards the target ‘climate’ exceed those with an 'against' stance towards it?,0.00%,0.00%,0.00%,10.00%,10.00%,10.00%,10.00%,10.00%,10.00%,11.20%,11.20%,11.20%,11.40%,11.40%,11.40%,11.47%,11.47%,11.47%,11.50%,11.50%,11.50%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Calculation,percentage,"What is the percentage of the most frequent stance category (among favor, against and none) towards the target ‘feminist’ out of the total dataset?",10.00%,10.00%,10.00%,18.00%,18.00%,18.00%,19.00%,19.00%,19.00%,18.80%,18.80%,18.80%,19.00%,19.00%,19.00%,19.07%,19.07%,19.07%,19.10%,19.10%,19.10%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Calculation,number,What is the absolute difference between the number of 'favor' vs. 'against' stance entries towards the target ‘feminist’?,0,0,0,3,3,3,7,7,7,17,17,17,34,34,34,51,51,51,68,68,68,,,,,,0,100,500,1000
te-stance_detection,Comparison,yes/no,Are there fewer instances expressing the 'favor' stance compared to 'against' ones towards the target ‘climate’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,"Do entries with the 'against' stance towards the target ‘abortion’ make up the smallest number of dataset instances (among favor, against, and none)?",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Are instances expressing the 'favor' stance less frequent than 'none' and 'against' stances towards the target ‘feminist’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Are instances expressing the 'none' stance less frequent than 'favor' or 'against' stances towards the target ‘climate’?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Are 'none' stance instances more frequent than 'against' or 'favor' stances towards the target ‘abortion’?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Does the percentage of 'against' stance entries towards the target ‘feminist’ exceed the percentage of 'none' stance entries towards it?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Do the 'against' stance entries towards the target ‘climate’ have a lower percentage than the 'favor' stance entries towards it in the dataset?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Are the sum of 'none' and 'against' stance instances towards the target ‘abortion’ less frequent than the 'favor' ones?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Are either the 'against' or 'none' stance instances towards the target ‘climate’ less frequent than those in favor of it?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Are the combined 'favor' and 'none' stance instances towards the target ‘abortion’ more frequent than the 'against' instances towards the target ‘abortion’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Do entries expressing the 'favor' stance towards the target ‘feminist’ make up more than 35% of all entries in the dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Do entries expressing the 'favor' stance towards the target ‘climate’ make up less than 20% of all entries in the dataset?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Is the proportion of 'none' stance entries towards the target ‘abortion’ between 30% and 50% over all entries in the dataset?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
